index	Ontology	GO id	GO term	value	pval	qval
4151	BP	GO:1901642	nucleoside transmembrane transport	1	1.0	1.0
4152	BP	GO:1903203	regulation of oxidative stress-induced neuron death	16	1.0	1.0
4153	BP	GO:1904426	positive regulation of GTP binding	2	1.0	1.0
4154	BP	GO:0051567	histone H3-K9 methylation	2	1.0	1.0
4155	BP	GO:0007501	mesodermal cell fate specification	6	1.0	1.0
4156	BP	GO:1902430	negative regulation of amyloid-beta formation	17	1.0	1.0
4157	BP	GO:0042278	purine nucleoside metabolic process	18	1.0	1.0
4158	BP	GO:0043584	nose development	4	1.0	1.0
4159	BP	GO:0071224	cellular response to peptidoglycan	6	1.0	1.0
4160	BP	GO:0016080	synaptic vesicle targeting	4	1.0	1.0
4161	BP	GO:0046063	dCMP metabolic process	6	1.0	1.0
4162	BP	GO:0031509	subtelomeric heterochromatin assembly	9	1.0	1.0
4163	BP	GO:1901509	regulation of endothelial tube morphogenesis	4	1.0	1.0
4164	BP	GO:0036285	SAGA complex assembly	1	1.0	1.0
4165	BP	GO:0090069	regulation of ribosome biogenesis	5	1.0	1.0
4166	BP	GO:0044255	cellular lipid metabolic process	713	1.0	1.0
4167	BP	GO:0071281	cellular response to iron ion	5	1.0	1.0
4168	BP	GO:0140639	positive regulation of pyroptosis	5	1.0	1.0
4169	BP	GO:0021551	central nervous system morphogenesis	2	1.0	1.0
4170	BP	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	14	1.0	1.0
4171	BP	GO:0018191	peptidyl-serine octanoylation	1	1.0	1.0
4172	BP	GO:1902915	negative regulation of protein polyubiquitination	5	1.0	1.0
4173	BP	GO:0150116	regulation of cell-substrate junction organization	56	1.0	1.0
4174	BP	GO:2001027	negative regulation of endothelial cell chemotaxis	3	1.0	1.0
4175	BP	GO:0034311	diol metabolic process	28	1.0	1.0
4176	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	26	1.0	1.0
4177	BP	GO:0051571	positive regulation of histone H3-K4 methylation	16	1.0	1.0
4178	BP	GO:0060125	negative regulation of growth hormone secretion	1	1.0	1.0
4179	BP	GO:0090084	negative regulation of inclusion body assembly	9	1.0	1.0
4180	BP	GO:0106272	protein localization to ERGIC	1	1.0	1.0
4181	BP	GO:0017187	peptidyl-glutamic acid carboxylation	3	1.0	1.0
4182	BP	GO:1904245	regulation of polynucleotide adenylyltransferase activity	2	1.0	1.0
4183	BP	GO:0019341	dibenzo-p-dioxin catabolic process	1	1.0	1.0
4184	BP	GO:0097104	postsynaptic membrane assembly	8	1.0	1.0
4185	BP	GO:0000050	urea cycle	9	1.0	1.0
4186	BP	GO:0050996	positive regulation of lipid catabolic process	24	1.0	1.0
4187	BP	GO:0070054	mRNA splicing, via endonucleolytic cleavage and ligation	1	1.0	1.0
4188	BP	GO:0007216	G protein-coupled glutamate receptor signaling pathway	12	1.0	1.0
4189	BP	GO:0061048	negative regulation of branching involved in lung morphogenesis	1	1.0	1.0
4190	BP	GO:0000278	mitotic cell cycle	114	1.0	1.0
4191	BP	GO:1900281	positive regulation of CD4-positive, alpha-beta T cell costimulation	1	1.0	1.0
4192	BP	GO:0098712	L-glutamate import across plasma membrane	5	1.0	1.0
4193	BP	GO:0070474	positive regulation of uterine smooth muscle contraction	7	1.0	1.0
4194	BP	GO:0002465	peripheral tolerance induction	1	1.0	1.0
4195	BP	GO:0097062	dendritic spine maintenance	10	1.0	1.0
4196	BP	GO:0010256	endomembrane system organization	2	1.0	1.0
4197	BP	GO:2001222	regulation of neuron migration	35	1.0	1.0
4198	BP	GO:1904585	response to putrescine	1	1.0	1.0
4199	BP	GO:0006369	termination of RNA polymerase II transcription	5	1.0	1.0
4200	BP	GO:1903420	protein localization to endoplasmic reticulum tubular network	1	1.0	1.0
4201	BP	GO:0046456	icosanoid biosynthetic process	37	1.0	1.0
4202	BP	GO:0038009	regulation of signal transduction by receptor internalization	1	1.0	1.0
4203	BP	GO:0010626	negative regulation of Schwann cell proliferation	6	1.0	1.0
4204	BP	GO:0050796	regulation of insulin secretion	142	1.0	1.0
4205	BP	GO:0051179	localization	3141	1.0	1.0
4206	BP	GO:1902883	negative regulation of response to oxidative stress	9	1.0	1.0
4207	BP	GO:0060887	limb epidermis development	1	1.0	1.0
4208	BP	GO:0070358	actin polymerization-dependent cell motility	7	1.0	1.0
4209	BP	GO:0045795	positive regulation of cell volume	1	1.0	1.0
4210	BP	GO:0021860	pyramidal neuron development	6	1.0	1.0
4211	BP	GO:2000446	regulation of macrophage migration inhibitory factor signaling pathway	3	1.0	1.0
4212	BP	GO:0060670	branching involved in labyrinthine layer morphogenesis	9	1.0	1.0
4213	BP	GO:1902822	regulation of late endosome to lysosome transport	3	1.0	1.0
4214	BP	GO:1904217	regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	1	1.0	1.0
4215	BP	GO:0040038	polar body extrusion after meiotic divisions	5	1.0	1.0
4216	BP	GO:0043542	endothelial cell migration	60	1.0	1.0
4217	BP	GO:0098664	G protein-coupled serotonin receptor signaling pathway	23	1.0	1.0
4218	BP	GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	11	1.0	1.0
4219	BP	GO:0055111	ingression involved in gastrulation with mouth forming second	1	1.0	1.0
4220	BP	GO:0045662	negative regulation of myoblast differentiation	16	1.0	1.0
4221	BP	GO:0097278	complement-dependent cytotoxicity	2	1.0	1.0
4222	BP	GO:0002815	biosynthetic process of antibacterial peptides active against Gram-positive bacteria	1	1.0	1.0
4223	BP	GO:0007076	mitotic chromosome condensation	15	1.0	1.0
4224	BP	GO:0010810	regulation of cell-substrate adhesion	176	1.0	1.0
4225	BP	GO:0010042	response to manganese ion	16	1.0	1.0
4226	BP	GO:0001756	somitogenesis	30	1.0	1.0
4227	BP	GO:0010746	regulation of long-chain fatty acid import across plasma membrane	6	1.0	1.0
4228	BP	GO:0045732	positive regulation of protein catabolic process	190	1.0	1.0
4229	BP	GO:1990680	response to melanocyte-stimulating hormone	2	1.0	1.0
4230	BP	GO:2001304	lipoxin B4 metabolic process	1	1.0	1.0
4231	BP	GO:1990547	mitochondrial phosphate ion transmembrane transport	1	1.0	1.0
4232	BP	GO:0046839	phospholipid dephosphorylation	35	1.0	1.0
4233	BP	GO:0003285	septum secundum development	1	1.0	1.0
4234	BP	GO:0000492	box C/D snoRNP assembly	8	1.0	1.0
4235	BP	GO:0061218	negative regulation of mesonephros development	1	1.0	1.0
4236	BP	GO:0061589	calcium activated phosphatidylserine scrambling	1	1.0	1.0
4237	BP	GO:0046078	dUMP metabolic process	7	1.0	1.0
4238	BP	GO:0010752	regulation of cGMP-mediated signaling	8	1.0	1.0
4239	BP	GO:1902902	negative regulation of autophagosome assembly	9	1.0	1.0
4240	BP	GO:0060415	muscle tissue morphogenesis	59	1.0	1.0
4241	BP	GO:0016569	covalent chromatin modification	195	1.0	1.0
4242	BP	GO:0003228	atrial cardiac muscle tissue development	3	1.0	1.0
4243	BP	GO:0006110	regulation of glycolytic process	44	1.0	1.0
4244	BP	GO:0032918	spermidine acetylation	2	1.0	1.0
4245	BP	GO:0010575	positive regulation of vascular endothelial growth factor production	26	1.0	1.0
4246	BP	GO:0015750	pentose transmembrane transport	1	1.0	1.0
4247	BP	GO:0000730	DNA recombinase assembly	4	1.0	1.0
4248	BP	GO:1902073	positive regulation of hypoxia-inducible factor-1alpha signaling pathway	1	1.0	1.0
4249	BP	GO:0008202	steroid metabolic process	212	1.0	1.0
4250	BP	GO:0046599	regulation of centriole replication	19	1.0	1.0
4251	BP	GO:0002541	activation of plasma proteins involved in acute inflammatory response	1	1.0	1.0
4252	BP	GO:0061982	meiosis I cell cycle process	46	1.0	1.0
4253	BP	GO:0044565	dendritic cell proliferation	3	1.0	1.0
4254	BP	GO:2000845	positive regulation of testosterone secretion	3	1.0	1.0
4255	BP	GO:1990297	renal amino acid absorption	1	1.0	1.0
4256	BP	GO:0040001	establishment of mitotic spindle localization	34	1.0	1.0
4257	BP	GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	1	1.0	1.0
4258	BP	GO:0042403	thyroid hormone metabolic process	15	1.0	1.0
4259	BP	GO:0035020	regulation of Rac protein signal transduction	17	1.0	1.0
4260	BP	GO:0046549	retinal cone cell development	9	1.0	1.0
4261	BP	GO:0086012	membrane depolarization during cardiac muscle cell action potential	15	1.0	1.0
4262	BP	GO:0006892	post-Golgi vesicle-mediated transport	81	1.0	1.0
4263	BP	GO:0036289	peptidyl-serine autophosphorylation	9	1.0	1.0
4264	BP	GO:0031990	mRNA export from nucleus in response to heat stress	1	1.0	1.0
4265	BP	GO:0071865	regulation of apoptotic process in bone marrow cell	3	1.0	1.0
4266	BP	GO:0060572	morphogenesis of an epithelial bud	6	1.0	1.0
4267	BP	GO:1905795	cellular response to puromycin	1	1.0	1.0
4268	BP	GO:0071578	zinc ion import across plasma membrane	1	1.0	1.0
4269	BP	GO:2000308	negative regulation of tumor necrosis factor (ligand) superfamily member 11 production	1	1.0	1.0
4270	BP	GO:0046697	decidualization	19	1.0	1.0
4271	BP	GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process	9	1.0	1.0
4272	BP	GO:0061615	glycolytic process through fructose-6-phosphate	20	1.0	1.0
4273	BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	26	1.0	1.0
4274	BP	GO:0072273	metanephric nephron morphogenesis	1	1.0	1.0
4275	BP	GO:0045964	positive regulation of dopamine metabolic process	6	1.0	1.0
4276	BP	GO:0140245	regulation of translation at postsynapse	5	1.0	1.0
4277	BP	GO:0036306	embryonic heart tube elongation	1	1.0	1.0
4278	BP	GO:1903943	regulation of hepatocyte apoptotic process	7	1.0	1.0
4279	BP	GO:1905320	regulation of mesenchymal stem cell migration	4	1.0	1.0
4280	BP	GO:2000169	regulation of peptidyl-cysteine S-nitrosylation	7	1.0	1.0
4281	BP	GO:0140250	regulation protein catabolic process at synapse	5	1.0	1.0
4282	BP	GO:0090559	regulation of membrane permeability	55	1.0	1.0
4283	BP	GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching	4	1.0	1.0
4284	BP	GO:0032803	regulation of low-density lipoprotein particle receptor catabolic process	6	1.0	1.0
4285	BP	GO:0051891	positive regulation of cardioblast differentiation	4	1.0	1.0
4286	BP	GO:0071602	phytosphingosine biosynthetic process	1	1.0	1.0
4287	BP	GO:0051050	positive regulation of transport	774	1.0	1.0
4288	BP	GO:0014821	phasic smooth muscle contraction	17	1.0	1.0
4289	BP	GO:0046053	dAMP metabolic process	7	1.0	1.0
4290	BP	GO:0022403	cell cycle phase	1	1.0	1.0
4291	BP	GO:1900107	regulation of nodal signaling pathway	7	1.0	1.0
4292	BP	GO:0032418	lysosome localization	45	1.0	1.0
4293	BP	GO:0099563	modification of synaptic structure	13	1.0	1.0
4294	BP	GO:1904735	regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase	1	1.0	1.0
4295	BP	GO:0010983	positive regulation of high-density lipoprotein particle clearance	3	1.0	1.0
4296	BP	GO:0046271	phenylpropanoid catabolic process	1	1.0	1.0
4297	BP	GO:0060628	regulation of ER to Golgi vesicle-mediated transport	14	1.0	1.0
4298	BP	GO:0045829	negative regulation of isotype switching	3	1.0	1.0
4299	BP	GO:0034101	erythrocyte homeostasis	9	1.0	1.0
4300	BP	GO:0071649	regulation of chemokine (C-C motif) ligand 5 production	10	1.0	1.0
4301	BP	GO:0051095	regulation of helicase activity	11	1.0	1.0
4302	BP	GO:0036260	RNA capping	15	1.0	1.0
4303	BP	GO:0016125	sterol metabolic process	119	1.0	1.0
4304	BP	GO:0009682	induced systemic resistance	1	1.0	1.0
4305	BP	GO:1990092	calcium-dependent self proteolysis	1	1.0	1.0
4306	BP	GO:0035337	fatty-acyl-CoA metabolic process	32	1.0	1.0
4307	BP	GO:1903721	positive regulation of I-kappaB phosphorylation	6	1.0	1.0
4308	BP	GO:0035929	steroid hormone secretion	5	1.0	1.0
4309	BP	GO:0060492	lung induction	3	1.0	1.0
4310	BP	GO:0086067	AV node cell to bundle of His cell communication	4	1.0	1.0
4311	BP	GO:1903611	negative regulation of calcium-dependent ATPase activity	1	1.0	1.0
4312	BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	91	1.0	1.0
4313	BP	GO:0071243	cellular response to arsenic-containing substance	12	1.0	1.0
4314	BP	GO:0046676	negative regulation of insulin secretion	35	1.0	1.0
4315	BP	GO:0051597	response to methylmercury	4	1.0	1.0
4316	BP	GO:0009436	glyoxylate catabolic process	3	1.0	1.0
4317	BP	GO:0006073	cellular glucan metabolic process	46	1.0	1.0
4318	BP	GO:0044357	regulation of rRNA stability	1	1.0	1.0
4319	BP	GO:0002682	regulation of immune system process	1191	1.0	1.0
4320	BP	GO:1900069	regulation of cellular hyperosmotic salinity response	1	1.0	1.0
4321	BP	GO:1900175	regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	5	1.0	1.0
4322	BP	GO:0034067	protein localization to Golgi apparatus	20	1.0	1.0
4323	BP	GO:0034421	post-translational protein acetylation	3	1.0	1.0
4324	BP	GO:0051293	establishment of spindle localization	45	1.0	1.0
4325	BP	GO:0090494	dopamine uptake	7	1.0	1.0
4326	BP	GO:0016197	endosomal transport	189	1.0	1.0
4327	BP	GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	11	1.0	1.0
4328	BP	GO:1902455	negative regulation of stem cell population maintenance	23	1.0	1.0
4329	BP	GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	2	1.0	1.0
4330	BP	GO:0002063	chondrocyte development	17	1.0	1.0
4331	BP	GO:0019440	tryptophan catabolic process to indole-3-acetate	1	1.0	1.0
4332	BP	GO:0009411	response to UV	134	1.0	1.0
4333	BP	GO:0006000	fructose metabolic process	12	1.0	1.0
4334	BP	GO:0002637	regulation of immunoglobulin production	63	1.0	1.0
4335	BP	GO:0052185	modification of structure of other organism involved in symbiotic interaction	3	1.0	1.0
4336	BP	GO:0071932	replication fork reversal	4	1.0	1.0
4337	BP	GO:1903650	negative regulation of cytoplasmic transport	2	1.0	1.0
4338	BP	GO:0071362	cellular response to ether	4	1.0	1.0
4339	BP	GO:0006013	mannose metabolic process	9	1.0	1.0
4340	BP	GO:0098795	mRNA cleavage involved in gene silencing	5	1.0	1.0
4341	BP	GO:0071051	polyadenylation-dependent snoRNA 3'-end processing	8	1.0	1.0
4342	BP	GO:0099068	postsynapse assembly	2	1.0	1.0
4343	BP	GO:0086001	cardiac muscle cell action potential	33	1.0	1.0
4344	BP	GO:1904231	positive regulation of succinate dehydrogenase activity	2	1.0	1.0
4345	BP	GO:0030010	establishment of cell polarity	71	1.0	1.0
4346	BP	GO:0070945	neutrophil-mediated killing of gram-negative bacterium	4	1.0	1.0
4347	BP	GO:0050894	determination of affect	1	1.0	1.0
4348	BP	GO:0006266	DNA ligation	10	1.0	1.0
4349	BP	GO:0001887	selenium compound metabolic process	2	1.0	1.0
4350	BP	GO:0002577	regulation of antigen processing and presentation	18	1.0	1.0
4351	BP	GO:0150111	regulation of transepithelial transport	3	1.0	1.0
4352	BP	GO:0006468	protein phosphorylation	567	1.0	1.0
4353	BP	GO:1904651	positive regulation of fat cell apoptotic process	1	1.0	1.0
4354	BP	GO:1902962	regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process	2	1.0	1.0
4355	BP	GO:0110020	regulation of actomyosin structure organization	87	1.0	1.0
4356	BP	GO:0016180	snRNA processing	23	1.0	1.0
4357	BP	GO:0033313	meiotic cell cycle checkpoint signaling	7	1.0	1.0
4358	BP	GO:0002282	microglial cell activation involved in immune response	5	1.0	1.0
4359	BP	GO:0035735	intraciliary transport involved in cilium assembly	7	1.0	1.0
4360	BP	GO:0035825	homologous recombination	32	1.0	1.0
4361	BP	GO:0002521	leukocyte differentiation	315	1.0	1.0
4362	BP	GO:0036492	eiF2alpha phosphorylation in response to endoplasmic reticulum stress	2	1.0	1.0
4363	BP	GO:0009785	blue light signaling pathway	2	1.0	1.0
4364	BP	GO:0006099	tricarboxylic acid cycle	30	1.0	1.0
4365	BP	GO:0003214	cardiac left ventricle morphogenesis	8	1.0	1.0
4366	BP	GO:1902362	melanocyte apoptotic process	1	1.0	1.0
4367	BP	GO:1901295	regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	2	1.0	1.0
4368	BP	GO:1904386	response to L-phenylalanine derivative	5	1.0	1.0
4369	BP	GO:0099111	microtubule-based transport	168	1.0	1.0
4370	BP	GO:1901387	positive regulation of voltage-gated calcium channel activity	15	1.0	1.0
4371	BP	GO:0035630	bone mineralization involved in bone maturation	4	1.0	1.0
4372	BP	GO:0061687	detoxification of inorganic compound	12	1.0	1.0
4373	BP	GO:0043485	endosome to pigment granule transport	9	1.0	1.0
4374	BP	GO:0060346	bone trabecula formation	8	1.0	1.0
4375	BP	GO:0060972	left/right pattern formation	6	1.0	1.0
4376	BP	GO:1903053	regulation of extracellular matrix organization	38	1.0	1.0
4377	BP	GO:0006222	UMP biosynthetic process	11	1.0	1.0
4378	BP	GO:0034441	plasma lipoprotein particle oxidation	1	1.0	1.0
4379	BP	GO:1904693	midbrain morphogenesis	2	1.0	1.0
4380	BP	GO:0070125	mitochondrial translational elongation	4	1.0	1.0
4381	BP	GO:0006352	DNA-templated transcription, initiation	62	1.0	1.0
4382	BP	GO:0060026	convergent extension	9	1.0	1.0
4383	BP	GO:0072396	response to cell cycle checkpoint signaling	7	1.0	1.0
4384	BP	GO:0014734	skeletal muscle hypertrophy	1	1.0	1.0
4385	BP	GO:0072007	mesangial cell differentiation	1	1.0	1.0
4386	BP	GO:0002837	regulation of immune response to tumor cell	20	1.0	1.0
4387	BP	GO:0097370	protein O-GlcNAcylation via threonine	1	1.0	1.0
4388	BP	GO:1904985	negative regulation of quinolinate biosynthetic process	1	1.0	1.0
4389	BP	GO:0031119	tRNA pseudouridine synthesis	4	1.0	1.0
4390	BP	GO:0038129	ERBB3 signaling pathway	4	1.0	1.0
4391	BP	GO:0003308	negative regulation of Wnt signaling pathway involved in heart development	5	1.0	1.0
4392	BP	GO:0006554	lysine catabolic process	6	1.0	1.0
4393	BP	GO:0048754	branching morphogenesis of an epithelial tube	101	1.0	1.0
4394	BP	GO:0035963	cellular response to interleukin-13	2	1.0	1.0
4395	BP	GO:0140200	adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate	1	1.0	1.0
4396	BP	GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay	4	1.0	1.0
4397	BP	GO:0018212	peptidyl-tyrosine modification	76	1.0	1.0
4398	BP	GO:0031589	cell-substrate adhesion	133	1.0	1.0
4399	BP	GO:0001835	blastocyst hatching	17	1.0	1.0
4400	BP	GO:2000982	positive regulation of inner ear receptor cell differentiation	2	1.0	1.0
4401	BP	GO:0021747	cochlear nucleus development	3	1.0	1.0
4402	BP	GO:2000172	regulation of branching morphogenesis of a nerve	5	1.0	1.0
4403	BP	GO:1905041	regulation of epithelium regeneration	2	1.0	1.0
4404	BP	GO:0010665	regulation of cardiac muscle cell apoptotic process	32	1.0	1.0
4405	BP	GO:1905281	positive regulation of retrograde transport, endosome to Golgi	2	1.0	1.0
4406	BP	GO:0009131	pyrimidine nucleoside monophosphate catabolic process	8	1.0	1.0
4407	BP	GO:0097191	extrinsic apoptotic signaling pathway	100	1.0	1.0
4408	BP	GO:0072287	metanephric distal tubule morphogenesis	1	1.0	1.0
4409	BP	GO:0022405	hair cycle process	64	1.0	1.0
4410	BP	GO:0061078	positive regulation of prostaglandin secretion involved in immune response	1	1.0	1.0
4411	BP	GO:0046326	positive regulation of glucose import	30	1.0	1.0
4412	BP	GO:1903645	negative regulation of chaperone-mediated protein folding	2	1.0	1.0
